8.620923757553100586e-01,4.154579162597656250e+00,1.106690049171447754e+00,6.681942343711853027e-01,1.831760048866271973e+00,1.209434509277343750e+01,1.935660481452941895e+00,4.703019618988037109e+00,4.969521331787109375e+01,2.418345771729946136e-02,1.372681379318237305e+00,2.339279890060424805e+00,4.622019958496093750e+01,3.024367988109588623e-01,1.758820056915283203e+00,9.775194525718688965e-02,2.158659934997558594e+01,6.240088343620300293e-01,3.684392166137695312e+01,1.854673385620117188e+01,3.567440986633300781e+00,1.303983783721923828e+01,1.506419658660888672e+01,2.671559341251850128e-03,1.615180492401123047e+00,1.579344034194946289e+00,1.725584030151367188e+01,1.471129035949707031e+01,6.194731235504150391e+00,4.679322719573974609e+00,5.167957544326782227e-01,0.000000000000000000e+00,1.094059944152832031e+00,2.560245704650878906e+01,2.789916515350341797e+00,3.089135885238647461e+00,5.311679840087890625e-01,1.220249056816101074e+00,3.775181293487548828e+00,4.061953353881835938e+01,2.093536949157714844e+01,2.375849988311529160e-03,4.692218780517578125e+01,2.203536592423915863e-02,1.379755020141601562e+01,1.984683394432067871e+00,2.828777122497558594e+01,2.946145248413085938e+01,1.613253355026245117e+00,1.055830192565917969e+01,4.608657455444335938e+01,2.024806022644042969e+01,3.313153028488159180e+00,7.595486938953399658e-03,7.317738056182861328e+00,4.044616699218750000e+00,6.520395278930664062e+00,1.027450466156005859e+01,8.019757270812988281e+00,7.107116580009460449e-01,2.200777530670166016e-01,1.495113968849182129e+00,3.704421758651733398e+00,2.106334447860717773e+00
9.714981913566589355e-01,4.073893547058105469e+00,1.059786081314086914e+00,6.861903667449951172e-01,1.743861794471740723e+00,1.220679855346679688e+01,2.054575443267822266e+00,4.623763084411621094e+00,4.978768920898437500e+01,2.141080610454082489e-02,1.305576443672180176e+00,2.413377046585083008e+00,4.600421142578125000e+01,3.556464612483978271e-01,1.543188929557800293e+00,8.404452353715896606e-02,2.188783454895019531e+01,6.280809044837951660e-01,3.653162384033203125e+01,1.865065765380859375e+01,3.815974473953247070e+00,1.313568305969238281e+01,1.492917156219482422e+01,4.230116028338670731e-03,1.335059762001037598e+00,1.569318056106567383e+00,1.687437057495117188e+01,1.481935501098632812e+01,5.977337837219238281e+00,4.985359668731689453e+00,4.181197583675384521e-01,0.000000000000000000e+00,1.130455970764160156e+00,2.570488739013671875e+01,2.754082918167114258e+00,3.071219682693481445e+00,4.841255843639373779e-01,1.197579622268676758e+00,3.395613670349121094e+00,4.063919830322265625e+01,2.081697082519531250e+01,2.769943792372941971e-03,4.646389389038085938e+01,1.508474722504615784e-02,1.349205398559570312e+01,2.031444072723388672e+00,2.766278457641601562e+01,2.928734779357910156e+01,1.533624649047851562e+00,1.033456611633300781e+01,4.582162475585937500e+01,2.041182327270507812e+01,3.261964082717895508e+00,6.296641193330287933e-03,7.266260147094726562e+00,3.961973905563354492e+00,6.401034355163574219e+00,1.025607585906982422e+01,7.658858299255371094e+00,6.473379135131835938e-01,2.763002216815948486e-01,1.284737706184387207e+00,3.755724430084228516e+00,1.675893068313598633e+00
8.691331148147583008e-01,4.214835166931152344e+00,1.177004218101501465e+00,6.676746606826782227e-01,1.882171988487243652e+00,1.198751926422119141e+01,1.953645110130310059e+00,4.613129615783691406e+00,4.827349090576171875e+01,2.956558205187320709e-02,1.455216407775878906e+00,2.389315843582153320e+00,4.510637283325195312e+01,3.117813467979431152e-01,1.739853024482727051e+00,9.983243793249130249e-02,2.107234382629394531e+01,6.316729784011840820e-01,3.611032867431640625e+01,1.803948402404785156e+01,3.623440742492675781e+00,1.271516990661621094e+01,1.477432918548583984e+01,2.761559328064322472e-03,1.711812376976013184e+00,1.603584051132202148e+00,1.681929206848144531e+01,1.413138961791992188e+01,5.949188709259033203e+00,4.479250431060791016e+00,5.283198356628417969e-01,0.000000000000000000e+00,1.147730708122253418e+00,2.508110046386718750e+01,2.820983409881591797e+00,3.055461406707763672e+00,5.396572351455688477e-01,1.237392306327819824e+00,3.893446683883666992e+00,3.947372055053710938e+01,2.041929626464843750e+01,2.517862711101770401e-03,4.580324172973632812e+01,1.962171122431755066e-02,1.339087486267089844e+01,2.022902965545654297e+00,2.751988410949707031e+01,2.861557388305664062e+01,1.620520591735839844e+00,1.030911922454833984e+01,4.494033432006835938e+01,1.955208396911621094e+01,3.378684997558593750e+00,8.487333543598651886e-03,7.412505626678466797e+00,4.013278484344482422e+00,6.386674404144287109e+00,1.001019477844238281e+01,7.966395854949951172e+00,7.244572043418884277e-01,2.329414039850234985e-01,1.539395928382873535e+00,3.769873619079589844e+00,2.179221391677856445e+00
9.205718636512756348e-01,4.530137062072753906e+00,1.132969498634338379e+00,7.158164381980895996e-01,1.964966654777526855e+00,1.234282779693603516e+01,1.901475191116333008e+00,4.625558376312255859e+00,4.837982940673828125e+01,2.418434061110019684e-02,1.438916444778442383e+00,2.578722000122070312e+00,4.497828292846679688e+01,3.177524507045745850e-01,1.716559410095214844e+00,1.232986077666282654e-01,2.122067642211914062e+01,7.021698951721191406e-01,3.635433197021484375e+01,1.808199691772460938e+01,3.719469308853149414e+00,1.272651481628417969e+01,1.484493637084960938e+01,3.751600161194801331e-03,1.671626210212707520e+00,1.707972168922424316e+00,1.713005065917968750e+01,1.432179737091064453e+01,6.035625934600830078e+00,4.526948451995849609e+00,5.662565231323242188e-01,5.524731386685743928e-05,1.107867717742919922e+00,2.530763816833496094e+01,3.018511533737182617e+00,3.154574155807495117e+00,5.276013612747192383e-01,1.346133112907409668e+00,4.050999641418457031e+00,3.958460235595703125e+01,2.045791625976562500e+01,2.474475884810090065e-03,4.622165679931640625e+01,2.242044545710086823e-02,1.344222164154052734e+01,2.205008506774902344e+00,2.757806777954101562e+01,2.870376777648925781e+01,1.637451648712158203e+00,1.030314064025878906e+01,4.508802032470703125e+01,1.969448852539062500e+01,3.629979610443115234e+00,6.567520555108785629e-03,7.374995708465576172e+00,4.044608116149902344e+00,6.392772197723388672e+00,1.005128479003906250e+01,8.100597381591796875e+00,7.678847312927246094e-01,2.342485338449478149e-01,1.548095941543579102e+00,4.017337799072265625e+00,2.068703889846801758e+00
3.155937910079956055e+00,1.449580192565917969e+01,1.539473772048950195e+00,2.067707777023315430e+00,5.413319587707519531e+00,2.428913116455078125e+01,2.477505207061767578e+00,3.273208141326904297e+00,3.879412078857421875e+01,4.243270307779312134e-02,2.314752578735351562e+00,7.709005355834960938e+00,3.591196060180664062e+01,3.836308717727661133e-01,1.412907123565673828e+00,6.735438853502273560e-02,2.077581596374511719e+01,1.849464654922485352e+00,3.812704086303710938e+01,1.479549121856689453e+01,9.736126899719238281e+00,1.019474887847900391e+01,1.601598548889160156e+01,2.151670167222619057e-03,2.413515806198120117e+00,4.874318599700927734e+00,2.370813179016113281e+01,1.249058341979980469e+01,5.621476650238037109e+00,4.328176021575927734e+00,1.034694075584411621e+00,1.821249490603804588e-03,1.385509967803955078e+00,2.812734794616699219e+01,9.852620124816894531e+00,3.490486860275268555e+00,6.514793038368225098e-01,4.728771209716796875e+00,1.211244964599609375e+01,3.306948089599609375e+01,1.499582386016845703e+01,6.133977323770523071e-03,5.001919555664062500e+01,3.235567733645439148e-02,1.084123325347900391e+01,7.411352157592773438e+00,2.273168945312500000e+01,2.206772232055664062e+01,9.011399745941162109e-01,9.889357566833496094e+00,4.195613861083984375e+01,1.498240375518798828e+01,1.211264038085937500e+01,1.158909127116203308e-02,8.570046424865722656e+00,4.711734771728515625e+00,4.885824680328369141e+00,9.099099159240722656e+00,1.198949527740478516e+01,1.726611256599426270e+00,4.954452514648437500e-01,3.700507640838623047e+00,1.235827445983886719e+01,1.949784398078918457e+00
1.312882751226425171e-01,1.636630058288574219e+00,1.950147897005081177e-01,2.657622098922729492e-01,7.854350209236145020e-01,8.686619758605957031e+00,2.884828448295593262e-01,8.506150245666503906e+00,4.588662338256835938e+01,1.837491989135742188e-01,2.576401233673095703e+00,1.160125255584716797e+00,3.962808990478515625e+01,2.345702052116394043e-01,5.539171695709228516e-01,5.182163119316101074e-01,2.276278305053710938e+01,4.993050098419189453e-01,3.477480697631835938e+01,1.978227615356445312e+01,2.636272609233856201e-01,1.776367187500000000e+01,1.046764183044433594e+01,1.605172827839851379e-02,1.282746195793151855e+00,3.684176802635192871e-01,8.707506179809570312e+00,9.356911659240722656e+00,4.059016227722167969e+00,1.096831440925598145e+00,1.422915011644363403e-01,4.338647340773604810e-05,6.922848820686340332e-01,2.626818466186523438e+01,4.565370082855224609e-01,1.075161361694335938e+01,2.632880508899688721e-01,1.869056075811386108e-01,8.101906180381774902e-01,3.830773162841796875e+01,3.110957336425781250e+01,2.812851034104824066e-02,4.054641342163085938e+01,1.291211135685443878e-02,1.390522480010986328e+01,1.127076983451843262e+00,2.830093383789062500e+01,3.111526107788085938e+01,8.406881332397460938e+00,5.563203334808349609e+00,4.006919479370117188e+01,2.103305816650390625e+01,6.318431496620178223e-01,0.000000000000000000e+00,1.672651290893554688e+01,2.326820850372314453e+00,1.002227783203125000e+01,6.117194652557373047e+00,2.861113786697387695e+00,3.247586265206336975e-02,1.336586289107799530e-02,2.576571404933929443e-01,1.865326046943664551e+00,4.466968774795532227e-01
1.588044613599777222e-01,1.394172191619873047e+00,1.353431046009063721e-01,2.409855425357818604e-01,6.348448991775512695e-01,8.704776763916015625e+00,2.605862021446228027e-01,8.517834663391113281e+00,4.610126113891601562e+01,2.422348856925964355e-01,2.515363931655883789e+00,9.348042607307434082e-01,4.002308654785156250e+01,2.696638405323028564e-01,5.189362764358520508e-01,4.331896305084228516e-01,2.273313713073730469e+01,3.812450766563415527e-01,3.489266586303710938e+01,1.967984390258789062e+01,3.811656236648559570e-01,1.784008216857910156e+01,1.054954147338867188e+01,2.781573496758937836e-02,8.633288741111755371e-01,3.599166274070739746e-01,8.727115631103515625e+00,9.429281234741210938e+00,3.947331905364990234e+00,1.246040105819702148e+00,8.345381915569305420e-02,0.000000000000000000e+00,8.972292542457580566e-01,2.636273574829101562e+01,4.556040763854980469e-01,1.069492053985595703e+01,2.639039158821105957e-01,1.810579597949981689e-01,4.655658602714538574e-01,3.861524581909179688e+01,3.110859107971191406e+01,2.015580609440803528e-02,4.040750503540039062e+01,8.748073130846023560e-03,1.395480060577392578e+01,9.450933337211608887e-01,2.820579338073730469e+01,3.124830245971679688e+01,8.282896041870117188e+00,5.719746112823486328e+00,4.012520217895507812e+01,2.107552337646484375e+01,5.250346064567565918e-01,3.685989941004663706e-04,1.647662353515625000e+01,2.251262426376342773e+00,9.994196891784667969e+00,6.245055675506591797e+00,3.073953866958618164e+00,3.617721050977706909e-02,3.240714548155665398e-03,1.402203291654586792e-01,1.664522051811218262e+00,3.193181455135345459e-01
1.279458105564117432e-01,1.899458527565002441e+00,1.857000291347503662e-01,2.909235656261444092e-01,8.175837397575378418e-01,8.699332237243652344e+00,2.774698436260223389e-01,8.528661727905273438e+00,4.558913040161132812e+01,2.139299660921096802e-01,2.698581457138061523e+00,1.326819181442260742e+00,3.920468902587890625e+01,2.376607954502105713e-01,5.516241192817687988e-01,7.239410877227783203e-01,2.263836669921875000e+01,6.164309382438659668e-01,3.455422210693359375e+01,1.969848251342773438e+01,2.586742043495178223e-01,1.765816116333007812e+01,1.037963867187500000e+01,1.895623095333576202e-02,1.287517309188842773e+00,3.748115003108978271e-01,8.667682647705078125e+00,9.338150024414062500e+00,4.102744579315185547e+00,1.080973148345947266e+00,1.328759938478469849e-01,5.624627738143317401e-05,6.330247521400451660e-01,2.629601860046386719e+01,4.825904369354248047e-01,1.095723819732666016e+01,2.430754005908966064e-01,1.935443133115768433e-01,8.133738636970520020e-01,3.802271270751953125e+01,3.116776466369628906e+01,4.326487705111503601e-02,4.052346038818359375e+01,1.248764060437679291e-02,1.387821102142333984e+01,1.216790080070495605e+00,2.829723739624023438e+01,3.099025726318359375e+01,8.524733543395996094e+00,5.545729637145996094e+00,3.986890792846679688e+01,2.095115280151367188e+01,6.720507740974426270e-01,0.000000000000000000e+00,1.701577949523925781e+01,2.321278572082519531e+00,1.001912307739257812e+01,6.095395088195800781e+00,2.870093822479248047e+00,3.026222996413707733e-02,1.323711499571800232e-02,2.389868646860122681e-01,2.068718671798706055e+00,4.361292421817779541e-01
1.120794638991355896e-01,1.444871783256530762e+00,1.854610890150070190e-01,2.959439456462860107e-01,8.233954906463623047e-01,8.683542251586914062e+00,3.002296686172485352e-01,8.315671920776367188e+00,4.549425506591796875e+01,1.602965891361236572e-01,2.477503299713134766e+00,1.162773251533508301e+00,3.947314453125000000e+01,2.282760143280029297e-01,5.744646191596984863e-01,4.550066888332366943e-01,2.249777984619140625e+01,4.797198772430419922e-01,3.438771057128906250e+01,1.965843963623046875e+01,2.558081150054931641e-01,1.762967681884765625e+01,1.042265224456787109e+01,2.391143888235092163e-02,1.400580644607543945e+00,3.981570303440093994e-01,8.769706726074218750e+00,9.300176620483398438e+00,4.059960365295410156e+00,1.214938282966613770e+00,1.699186414480209351e-01,8.140478166751563549e-05,6.512162089347839355e-01,2.580818557739257812e+01,4.406029582023620605e-01,1.051469898223876953e+01,2.545228600502014160e-01,1.726671457290649414e-01,8.366357684135437012e-01,3.808320236206054688e+01,3.049905204772949219e+01,2.594224736094474792e-02,4.019145584106445312e+01,1.091516576707363129e-02,1.375333309173583984e+01,1.058919548988342285e+00,2.805167961120605469e+01,3.079467582702636719e+01,8.319661140441894531e+00,5.523325920104980469e+00,3.996958923339843750e+01,2.084426116943359375e+01,5.640276074409484863e-01,1.121274035540409386e-04,1.629749488830566406e+01,2.334205389022827148e+00,9.868170738220214844e+00,6.068608283996582031e+00,2.762143135070800781e+00,3.143025562167167664e-02,1.304440759122371674e-02,2.355066835880279541e-01,1.749505758285522461e+00,4.512166678905487061e-01
1.172102466225624084e-01,1.394721388816833496e+00,1.373843997716903687e-01,2.390018105506896973e-01,7.661164999008178711e-01,8.338464736938476562e+00,2.065383791923522949e-01,8.584700584411621094e+00,4.497765731811523438e+01,1.917087882757186890e-01,2.510955095291137695e+00,9.832517504692077637e-01,3.878922271728515625e+01,2.237509936094284058e-01,5.174229145050048828e-01,4.262280166149139404e-01,2.239911079406738281e+01,3.765570521354675293e-01,3.409899902343750000e+01,1.939119529724121094e+01,2.168175280094146729e-01,1.766044235229492188e+01,1.020684719085693359e+01,2.879500016570091248e-02,1.272575020790100098e+00,2.958965301513671875e-01,8.416425704956054688e+00,9.041957855224609375e+00,3.839167356491088867e+00,1.157511711120605469e+00,1.430589556694030762e-01,8.937744496506638825e-06,7.929571866989135742e-01,2.582564353942871094e+01,3.273624479770660400e-01,1.089555072784423828e+01,2.358018904924392700e-01,1.147161871194839478e-01,5.673021674156188965e-01,3.760612869262695312e+01,3.102732849121093750e+01,3.910859674215316772e-02,3.937675094604492188e+01,1.167861465364694595e-02,1.367841720581054688e+01,8.508010506629943848e-01,2.779512405395507812e+01,3.066749382019042969e+01,8.645964622497558594e+00,5.424766540527343750e+00,3.900691223144531250e+01,2.067228507995605469e+01,4.268351197242736816e-01,2.952419454231858253e-04,1.662642288208007812e+01,2.118278264999389648e+00,1.001573562622070312e+01,5.963517189025878906e+00,2.682944059371948242e+00,1.749289035797119141e-02,1.730584772303700447e-03,1.218051388859748840e-01,1.650637030601501465e+00,3.666065633296966553e-01
